gene,contribution
Amillepora18404,3.134463398842493e-5
Amillepora18401,3.571544024830125e-5
Amillepora18403,1.24597107685029e-4
Amillepora18406,8.963509170594715e-6
Amillepora18408,4.102184170601708e-4
Amillepora18400,9.030014986784703e-5
Amillepora18407,3.750668927087301e-5
Amillepora18418,5.893245523892047e-4
Amillepora18412,2.90973330717143e-6
Amillepora18409,3.462135657383578e-5
Amillepora18417,4.485552330777313e-5
Amillepora18415,2.7639412270785447e-5
Amillepora18416,1.1346098815452234e-5
Amillepora18414,2.023978551101914e-4
Amillepora18413,7.391826112062349e-5
Amillepora18422,4.378408459990532e-6
Amillepora18420,1.2966560221720838e-6
Amillepora18428,1.9326215095248378e-4
Amillepora18429,1.7749338883556412e-5
Amillepora18434,8.687146006687388e-5
Amillepora18438,4.273868460474799e-8
Amillepora18436,2.5241255374455277e-5
Amillepora18435,6.276011254279767e-5
Amillepora18433,5.0494194680515776e-5
Amillepora18444,3.6526293160577016e-6
Amillepora18442,1.720791642535973e-6
Amillepora18440,2.0318733320299156e-5
Amillepora18443,2.002658182430744e-4
Amillepora18445,4.8141853578904024e-6
Amillepora18441,4.6145843267933335e-6
Amillepora18439,9.457635869636467e-5
Amillepora18450,6.0562915331734686e-6
Amillepora18457,4.141035658971785e-6
Amillepora18452,3.094400763248646e-6
Amillepora18456,1.9805848203340465e-5
Amillepora18448,1.3088007661925572e-8
Amillepora18454,2.7689524896397094e-6
Amillepora18455,1.6735282543987347e-4
Amillepora18449,4.5430468441795935e-6
Amillepora18453,1.3962316703388469e-5
Amillepora18447,3.70252672632127e-5
Amillepora18451,4.782785206534494e-6
Amillepora18461,4.978618997140612e-6
Amillepora18458,3.7464105861111156e-5
Amillepora18463,3.0348227001093004e-5
Amillepora18462,2.732924648278166e-5
Amillepora18466,1.9959327768011862e-5
Amillepora18464,1.4496381463135134e-5
Amillepora18465,4.390654564131748e-5
Amillepora18468,1.9121801328116718e-5
Amillepora18469,1.0322849908638519e-5
Amillepora18470,2.245816591354679e-5
Amillepora18479,1.489519169009551e-5
Amillepora18473,7.994085029422471e-6
Amillepora18486,2.495102620798974e-6
Amillepora18484,2.6486038752412864e-8
Amillepora18489,1.9084070190626242e-5
Amillepora18485,6.476513311596782e-6
Amillepora18482,2.7090611678424288e-6
Amillepora18487,6.1187449904318906e-6
Amillepora18488,5.358898951293545e-6
Amillepora18490,5.845489530366865e-5
Amillepora18506,3.654476771037829e-7
Amillepora18491,5.6811457690339644e-5
Amillepora18498,1.2269502567922578e-5
Amillepora18500,1.1905525732464883e-5
Amillepora18493,1.7221235772049135e-5
Amillepora18501,4.78341974772445e-6
Amillepora18492,5.850506473633791e-6
Amillepora18502,5.414795269410787e-6
Amillepora18499,1.4032061502413741e-5
Amillepora18496,1.5822996138235151e-4
Amillepora18514,9.541544652554078e-5
Amillepora18515,3.3630722517953115e-5
Amillepora18516,2.6367314624819114e-6
Amillepora18508,2.3170940047943462e-5
Amillepora18507,3.0367462876316936e-5
Amillepora18525,1.3591617327046248e-6
Amillepora18524,9.023147806607224e-5
Amillepora18521,5.023298632081717e-5
Amillepora18523,2.1335968714551475e-5
Amillepora18518,6.958713245667174e-5
Amillepora18532,1.2681256094676478e-4
Amillepora18527,5.1710308560362975e-5
Amillepora18526,1.8925204665232396e-6
Amillepora18529,1.6557707768200359e-6
Amillepora18528,3.26704060636279e-7
Amillepora18533,7.944715138525718e-5
Amillepora18534,8.768740439436947e-5
Amillepora18531,4.2829750712549004e-8
Amillepora18536,4.619617135991341e-6
Amillepora18537,4.599241930749065e-5
Amillepora18538,9.860824830716488e-5
Amillepora18535,1.1863607039653622e-5
Amillepora18543,1.0132102834651638e-6
Amillepora18539,9.099012007638133e-6
Amillepora18541,1.2657623119839599e-5
Amillepora18540,7.931000004333438e-5
Amillepora18545,1.1701034071636218e-4
Amillepora18550,4.840640647113494e-6
Amillepora18549,5.601816394619133e-5
Amillepora18553,8.507555238997217e-6
Amillepora18552,1.8909858428759586e-4
Amillepora18546,2.3250126966460825e-4
Amillepora18547,1.5158474560347565e-5
Amillepora18554,8.124994655422419e-6
Amillepora18557,1.0848341030494159e-4
Amillepora18556,2.881372442293182e-5
Amillepora18555,1.356866002832691e-5
Amillepora18558,1.3848954996415632e-5
Amillepora18572,6.496479704288142e-6
Amillepora18560,3.0247470736191836e-6
Amillepora18561,1.9536534966638182e-5
Amillepora18563,5.072613056956232e-5
Amillepora18562,3.345682380906382e-5
Amillepora18581,1.0755153782476926e-4
Amillepora18576,6.690523463659928e-6
Amillepora18570,1.1261156130170673e-5
Amillepora18584,1.2124002421213282e-6
Amillepora18575,2.8528835972474757e-4
Amillepora18580,4.21422803026576e-5
Amillepora18574,1.977434204145537e-5
Amillepora18579,5.464799357639427e-7
Amillepora18566,2.8247007815495317e-5
Amillepora18565,1.2227415318631236e-4
Amillepora18582,1.7025631970068154e-4
Amillepora18577,2.6379927085623066e-5
Amillepora18585,1.6742779777103542e-7
Amillepora18599,1.9145991414167032e-4
Amillepora18595,8.770148387507816e-6
Amillepora18591,3.06465497556175e-5
Amillepora18610,2.8015954441119016e-5
Amillepora18608,6.985419761181192e-5
Amillepora18613,9.974921377614686e-5
Amillepora18611,1.6495296162036321e-6
Amillepora18621,2.2142364006238607e-4
Amillepora18614,3.0736869269559964e-8
Amillepora18617,9.141190837290075e-6
Amillepora18635,1.4733661367170256e-5
Amillepora18632,4.397262452447561e-7
Amillepora18629,1.0805785340333768e-6
Amillepora18643,2.414580749578338e-6
Amillepora18638,1.1496395348691132e-5
Amillepora18637,1.1923624530262016e-5
Amillepora18670,7.42474808461323e-5
Amillepora26258,8.118555986355902e-4
Amillepora26274,1.3983144241378574e-4
Amillepora26281,2.195615762600827e-5
Amillepora26269,7.440354961928005e-5
Amillepora26273,7.265960851132195e-5
Amillepora26259,6.58624975384342e-7
Amillepora26270,1.2922462825532496e-5
Amillepora26271,3.0024546907360223e-6
Amillepora26261,3.075378614830971e-5
Amillepora26264,2.035752982963468e-10
Amillepora26268,5.2397009279778484e-5
Amillepora26262,3.429010923424008e-5
Amillepora26265,4.759149140301037e-6
Amillepora26266,1.5489623914004334e-4
Amillepora26263,1.35963535882395e-4
Amillepora26272,1.4040056281610307e-4
Amillepora26284,2.53758382698273e-4
Amillepora26290,1.7822357013307667e-5
Amillepora26283,1.244426417241467e-7
Amillepora26282,1.4371753844243468e-6
Amillepora26285,9.542144857347729e-8
Amillepora26292,1.159594023019935e-5
Amillepora26295,4.363318215765586e-5
Amillepora26293,1.2313441195997327e-4
Amillepora26296,2.1004023814482447e-5
Amillepora26291,2.6814560320648117e-5
Amillepora26294,2.3435426450408408e-5
Amillepora26297,2.1628268974351676e-5
Amillepora26299,6.559423261069305e-6
Amillepora26298,3.315833312802268e-6
Amillepora26301,3.4336266339846796e-6
Amillepora26300,1.3093582100246793e-6
Amillepora26305,1.2029776141802979e-5
Amillepora26306,1.0880324399979184e-4
Amillepora26313,5.15467377362451e-6
Amillepora26311,9.670748422564126e-7
Amillepora26310,1.59744617847613e-5
Amillepora26314,7.193531104850813e-5
Amillepora26319,4.519041713090106e-8
Amillepora26322,2.04464668590498e-5
Amillepora26329,1.8861320608440862e-5
Amillepora26327,4.790501064656476e-5
Amillepora26325,4.856916040957796e-6
Amillepora26332,8.044828989848565e-7
Amillepora26337,1.0989657012616182e-4
Amillepora26352,9.601479661196053e-8
Amillepora26355,8.436595955115083e-5
Amillepora26391,4.4409611473348085e-5
Amillepora26390,3.2971554887944744e-4
Amillepora26392,1.48382592408292e-5
Amillepora26401,1.444638195050191e-7
Amillepora26402,2.8954399040526087e-5
Amillepora26398,1.5187941301520945e-5
Amillepora26416,1.2633739991744192e-5
Amillepora26413,4.1833102312377263e-5
Amillepora26409,8.763681222144377e-6
Amillepora26418,6.945468112221336e-5
Amillepora26421,4.0037095369258467e-5
Amillepora26426,6.891854863438238e-5
Amillepora26431,1.1066258282715316e-5
Amillepora26450,1.2671830137574007e-4
Amillepora26436,2.2104695458970113e-5
Amillepora26438,5.705845826091805e-5
Amillepora26455,2.966775353075712e-4
Amillepora26478,3.0557133447836466e-5
Amillepora26477,7.14662587967041e-6
Amillepora26483,3.5037930088271676e-5
Amillepora26480,6.66131409367635e-6
Amillepora26476,4.479944454452925e-5
Amillepora26479,3.7388482863844695e-5
Amillepora26488,3.58865662859717e-5
Amillepora26485,5.701590882709622e-5
Amillepora26489,1.2229755788954027e-5
Amillepora26484,6.922778742940228e-7
Amillepora26482,2.8104762919142214e-4
Amillepora26487,1.5758533383488558e-7
Amillepora26498,6.321108980020216e-5
Amillepora26494,1.3728407822135523e-5
Amillepora26500,9.944334204583317e-7
Amillepora26501,2.7926770935353855e-5
Amillepora26502,3.414550011569605e-9
Amillepora26504,1.5386652729456912e-5
Amillepora26509,4.7836799938632555e-6
Amillepora26507,3.964040182909837e-4
Amillepora26505,1.0829269807853545e-5
Amillepora26510,3.1434346136921125e-5
Amillepora26513,1.1855121556753708e-07
Amillepora26512,1.0471685804815843e-5
Amillepora26521,9.108510718567284e-6
Amillepora26515,3.3389097984342557e-4
Amillepora26508,4.302853694342899e-5
Amillepora26517,6.628747415030713e-6
Amillepora26516,1.0031703855296281e-5
Amillepora26503,8.043770409664912e-6
Amillepora26511,6.286690025343225e-6
Amillepora26519,2.3797155008031014e-5
Amillepora26506,1.0907875063436238e-4
Amillepora26518,3.335830988824039e-5
Amillepora26528,8.658473919741484e-5
Amillepora26529,1.5892256292965822e-4
Amillepora26523,6.00449154631396e-6
Amillepora26525,5.571437727386632e-6
Amillepora26526,6.0471419669495096e-5
Amillepora26530,1.3584890736562186e-5
Amillepora26522,7.575786356070796e-7
Amillepora26531,2.5438436725513398e-5
Amillepora26541,1.7016110747344194e-6
Amillepora26537,1.7725883631556554e-5
Amillepora26542,1.6816005683988098e-7
Amillepora26539,4.407015223351754e-6
Amillepora26544,1.9800470997036566e-7
Amillepora26532,8.179110754394057e-7
Amillepora26543,2.795005863723599e-5
Amillepora26545,3.328377411670143e-4
Amillepora26536,9.985854482579576e-6
Amillepora26540,8.070527386389367e-8
Amillepora26533,7.102640332561452e-6
Amillepora26538,7.208236706771302e-8
Amillepora26551,6.457296735502598e-5
Amillepora26546,5.7315677286193904e-6
Amillepora26549,3.261764925311601e-5
Amillepora26547,1.0756532356751008e-4
Amillepora26548,1.0456516700574387e-5
Amillepora26552,5.315468989061284e-6
Amillepora26557,1.0684246235014307e-4
Amillepora26555,3.1279264510727486e-5
Amillepora26558,1.0863299422837582e-5
Amillepora26553,6.038500299409118e-6
Amillepora26554,9.473818495579775e-6
Amillepora26560,1.81047616568988e-6
Amillepora26559,7.638842410638225e-7
Amillepora26566,9.210881830996248e-5
Amillepora26563,2.7861997648239624e-6
Amillepora26562,5.884926236627919e-5
Amillepora26565,1.152236317096624e-6
Amillepora26567,1.4979041553037177e-5
Amillepora26568,5.649254070430664e-6
Amillepora26570,9.263938454628243e-6
Amillepora26569,3.592114213791602e-5
Amillepora26581,3.3208366263248095e-4
Amillepora26577,7.273058532816999e-6
Amillepora26580,1.898735078133406e-5
Amillepora26578,4.371895159336484e-6
Amillepora26579,9.52340053586e-5
Amillepora26574,5.577761206520071e-9
Amillepora26588,5.1421040001161754e-5
Amillepora26585,9.090375280311593e-8
Amillepora26582,6.001880202758453e-8
Amillepora26586,4.5707979014420186e-5
Amillepora26583,2.962547224882176e-5
Amillepora26584,1.658069760104998e-4
Amillepora26597,1.1931642111520354e-6
Amillepora26596,5.995175466796971e-6
Amillepora26594,1.0614378646523543e-5
Amillepora26593,1.5297181353649223e-5
Amillepora26595,8.005682552419716e-6
Amillepora26587,2.2912218398331504e-5
Amillepora26591,1.9193107048188625e-9
Amillepora26590,3.23931009328656e-9
Amillepora26602,2.9370413839979705e-5
Amillepora26599,1.999414825148846e-4
Amillepora26603,1.3014375251095221e-5
Amillepora26598,2.6197650441214758e-5
Amillepora26600,8.078283589716228e-7
Amillepora26607,3.82940178396122e-5
Amillepora26611,1.7255833954552286e-5
Amillepora26609,2.0255959182468355e-6
Amillepora26613,3.968694172271839e-4
Amillepora26608,1.1823812232487735e-5
Amillepora26612,4.8194057921025094e-6
Amillepora26610,9.866085411397684e-5
Amillepora26606,1.077745829527616e-4
Amillepora26614,2.6620429667599814e-4
Amillepora26615,7.779229152631533e-6
Amillepora26616,4.625480553972947e-6
Amillepora26620,5.0262799089319136e-5
Amillepora26618,3.0619979123815624e-7
Amillepora26622,2.335846466324363e-5
Amillepora26619,4.4878053654227314e-4
Amillepora26617,6.0788855210271884e-5
Amillepora26623,9.056880929964774e-6
Amillepora26630,6.054590498424511e-6
Amillepora26625,6.439052765817909e-7
Amillepora26624,6.533629834282148e-5
Amillepora26626,2.1124363990437606e-6
Amillepora26631,3.9234181945471836e-5
Amillepora26634,4.048986695319049e-5
Amillepora26644,1.1973006823444305e-5
Amillepora26635,1.766542951652203e-7
Amillepora26642,8.175574345276745e-5
Amillepora26643,6.960298711103173e-6
Amillepora26640,1.2848009178565388e-4
Amillepora26637,3.165319696160182e-5
Amillepora26638,1.30179857370756e-7
Amillepora26653,4.993061510059822e-4
Amillepora26654,3.159138638080508e-5
Amillepora26649,2.3957104650918998e-5
Amillepora26645,6.515163646298044e-7
Amillepora26652,1.6083321944606295e-4
Amillepora26647,2.9587393002550763e-7
Amillepora26648,4.816671115365995e-7
Amillepora26661,1.331976178978336e-6
Amillepora26664,5.328091263000275e-7
Amillepora26656,6.877625901861237e-6
Amillepora26657,9.719061957662851e-5
Amillepora26666,1.174659737764026e-4
Amillepora26670,8.839566286605092e-5
Amillepora26672,1.0875317543200091e-4
Amillepora26674,7.116904347318471e-6
Amillepora26673,1.8355487450690554e-7
Amillepora26677,7.759094403567917e-9
Amillepora26686,4.2342043286204816e-5
Amillepora26693,7.42693506368757e-5
Amillepora26695,2.8960207135745446e-5
Amillepora26692,8.301424613741251e-6
Amillepora26690,5.309467290081069e-5
Amillepora26699,9.423234325878163e-5
Amillepora26700,3.4259812215554434e-7
Amillepora26701,3.0566546153508207e-5
Amillepora26697,1.902456960968076e-5
Amillepora26705,1.946712710157856e-5
Amillepora26708,2.463996509697812e-4
Amillepora26712,2.156770290080503e-5
Amillepora26714,5.314963185462708e-6
Amillepora26715,3.282175542618543e-6
Amillepora26713,1.1851995915006863e-5
Amillepora26716,1.5702475653587603e-5
Amillepora26718,1.257176321486297e-7
Amillepora26719,1.8001410722763193e-4
Amillepora26725,7.733777122736704e-5
Amillepora26728,4.651139553810545e-5
Amillepora26733,1.3336958783664225e-6
Amillepora26735,1.585768605436464e-5
Amillepora26741,1.7813698347206394e-5
Amillepora26746,4.299776463126017e-4
Amillepora26747,8.187611531359964e-6
Amillepora26751,5.440854835902538e-5
Amillepora26756,1.4299236491223526e-4
Amillepora26754,2.164798391403063e-4
Amillepora26765,5.017534456338575e-6
Amillepora26764,2.623449996805136e-6
Amillepora26762,3.606529471096065e-6
Amillepora26761,4.367559013625879e-5
Amillepora26758,1.207784512746835e-4
Amillepora26778,9.936786397699487e-6
Amillepora26782,2.3557612457707432e-5
Amillepora26776,7.245248563584431e-5
Amillepora26777,2.1263120290709528e-4
Amillepora26787,8.657552631322326e-8
Amillepora26792,3.229089665835697e-6
Amillepora26786,2.9813824697540944e-5
Amillepora26783,4.792312024709086e-6
Amillepora26785,4.372804824113758e-6
Amillepora26802,3.548707377547638e-4
Amillepora26804,1.0215270416736823e-7
Amillepora26793,3.778688361009257e-5
Amillepora26795,9.497399549708101e-5
Amillepora26794,4.2205814988621316e-7
Amillepora26797,1.6214344840559795e-5
Amillepora26803,9.210778181082811e-6
Amillepora26800,3.059903878204138e-5
Amillepora26799,7.663176174177615e-6
Amillepora26808,3.066859911249016e-5
Amillepora26807,8.395178724156802e-5
Amillepora26806,4.1238350727500665e-5
Amillepora26809,4.421186223111951e-6
Amillepora26805,3.0200798941951878e-5
Amillepora26810,1.1171997532874224e-4
Amillepora26811,1.8629129138226232e-7
Amillepora26817,9.767240398940909e-5
Amillepora26813,3.4200402067833405e-6
Amillepora26812,2.834549269928432e-6
Amillepora26816,7.506011521114e-5
Amillepora26814,1.3001260862460557e-6
Amillepora26824,1.52414445228736e-4
Amillepora26819,9.820997242062466e-5
Amillepora26827,9.667452172996134e-6
Amillepora26832,3.889377507392689e-6
Amillepora26828,1.0948110039401184e-5
Amillepora26825,4.283137337529027e-6
Amillepora26826,2.0545936933978486e-7
Amillepora26829,9.204094191641949e-5
Amillepora26830,9.590163249376294e-7
Amillepora26838,1.568339223778071e-5
Amillepora26835,4.9338992942615465e-6
Amillepora26837,6.132619654577544e-6
Amillepora26834,7.694556292526104e-8
Amillepora26839,1.0354159469466945e-4
Amillepora26843,5.361886856280749e-6
Amillepora26841,1.1954386267222451e-5
Amillepora26844,2.819154508706487e-4
Amillepora26840,1.5373834796934284e-5
Amillepora26850,4.671502517232696e-6
Amillepora26848,1.818838662700154e-5
Amillepora26847,1.9628263537733215e-6
Amillepora26851,1.783137808492871e-5
Amillepora26849,1.2346937466424213e-5
Amillepora26846,4.4607914468312504e-5
Amillepora26857,5.383997060204811e-7
Amillepora26855,1.0250513798387032e-4
Amillepora26854,2.1773091802146816e-4
Amillepora26852,5.644087917001573e-5
Amillepora26853,1.1751236440076813e-6
Amillepora26858,2.231339408304662e-5
Amillepora26856,7.339397064162699e-5
Amillepora26860,5.664955896026196e-6
Amillepora26863,4.527653047778116e-8
Amillepora26867,3.088833703667623e-4
Amillepora26859,3.072089785502854e-5
Amillepora26865,4.552728905586115e-7
Amillepora26864,3.101105955976207e-5
Amillepora26872,1.8660762593493555e-6
Amillepora26871,2.1426540784732148e-4
Amillepora26870,1.583939155461404e-5
Amillepora26866,5.7186571469187914e-5
Amillepora26868,1.3103850518866042e-4
Amillepora26869,8.798836113838363e-5
Amillepora26874,2.755983953997176e-9
Amillepora26873,6.652273073926059e-5
Amillepora26875,1.5857233372912787e-6
Amillepora26878,2.147859071550669e-4
Amillepora26879,8.116374350605681e-6
Amillepora26890,2.001970514591019e-6
Amillepora26884,2.7614376104221985e-7
Amillepora26886,5.51985652761182e-7
Amillepora26893,2.4959500622962026e-7
Amillepora26897,1.5796720460399782e-6
Amillepora26896,8.896176677649286e-5
Amillepora26898,1.896595490031963e-5
Amillepora26901,6.943008920614565e-6
Amillepora26913,1.4028971496954016e-5
Amillepora26911,1.5806398581766456e-5
Amillepora26912,1.856369417050917e-5
Amillepora26917,8.98301602991267e-5
Amillepora26922,1.4764044967723465e-4
Amillepora26915,3.3051522267999286e-4
Amillepora26920,1.804083365222751e-4
Amillepora26929,6.936782133447242e-6
Amillepora26927,4.965374180171324e-6
Amillepora26928,5.844172021098236e-5
Amillepora26933,5.978092344788739e-5
Amillepora26932,3.403537123687897e-4
Amillepora26941,2.7998934220964833e-4
