Run,BioProject,Reference,Reference_year,Reference_DOI,Organism,Developmental_stage,Project_type,Treatment,Treat_description,Raw_counts,Gene_counted
SRR5190741,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Upa-Upasina_control_5,7351955,843274
SRR5190742,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Upa-Upasina_control_4,4635358,671610
SRR5190743,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Upa-Upasina_control_3,4608835,705908
SRR5190744,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Upa-Upasina_control_2,4264547,643837
SRR5190745,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Upa-Upasina_control_1,4558623,670634
SRR5190746,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Upa-Upasina_control_15,5251870,739224
SRR5190747,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Upa-Upasina_control_14,5197700,808073
SRR5190748,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Upa-Upasina_control_13,4823582,751419
SRR5190749,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Upa-Upasina_control_12,3071076,496907
SRR5190750,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Upa-Upasina_control_11,3930604,610214
SRR5190751,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Upa-Upasina_control_10,10502877,1457037
SRR5190752,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Upa-Upasina_seep_9,3384028,524996
SRR5190753,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Upa-Upasina_seep_8,3620171,523640
SRR5190754,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Upa-Upasina_seep_7,3129897,473177
SRR5190755,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Upa-Upasina_seep_6,6936311,999917
SRR5190756,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Upa-Upasina_seep_5,3374188,539352
SRR5190757,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Upa-Upasina_seep_4,4559258,696963
SRR5190758,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Upa-Upasina_seep_3,4048456,612220
SRR5190759,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Upa-Upasina_seep_2,3407707,552450
SRR5190760,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Upa-Upasina_seep_1,5681274,802706
SRR5190761,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Upa-Upasina_seep_15,8289665,1311768
SRR5190762,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Upa-Upasina_seep_14,6221652,923551
SRR5190763,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Upa-Upasina_seep_13,6513859,858973
SRR5190764,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Upa-Upasina_seep_12,4810125,739391
SRR5190765,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Upa-Upasina_seep_11,4854789,814584
SRR5190766,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Upa-Upasina_seep_10,2505197,417882
SRR5190767,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Dobu_control_9,4883136,744970
SRR5190768,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Dobu_control_8,9788227,1160225
SRR5190769,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Dobu_control_7,6482897,905459
SRR5190770,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Dobu_control_6,2795982,488845
SRR5190771,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Dobu_control_5,6074545,952275
SRR5190772,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Dobu_control_4,3701039,618109
SRR5190773,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Dobu_control_3,6117290,756632
SRR5190774,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Dobu_control_2,4020177,648903
SRR5190775,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Dobu_control_1,5967706,956466
SRR5190776,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Dobu_control_15,3607973,631655
SRR5190777,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Dobu_control_14,3432198,555412
SRR5190778,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Dobu_control_13,4253612,612426
SRR5190779,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Dobu_control_12,4446912,691167
SRR5190780,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Dobu_control_11,4590760,713829
SRR5190781,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,control,Dobu_control_10,5690904,828750
SRR5190782,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Dobu_seep_9,6771094,965331
SRR5190783,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Dobu_seep_8,4625941,634644
SRR5190784,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Dobu_seep_7,3861974,643923
SRR5190785,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Dobu_seep_6,4587096,641766
SRR5190786,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Dobu_seep_5,5736572,792789
SRR5190788,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Dobu_seep_3,2937352,528593
SRR5190787,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Dobu_seep_4,10534000,1110930
SRR5190789,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Dobu_seep_2,7001299,913267
SRR5190790,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Dobu_seep_15,4297677,650920
SRR5190791,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Dobu_seep_14,16375413,1642294
SRR5190792,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Dobu_seep_13,5753057,706928
SRR5190793,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Dobu_seep_12,5082160,668413
SRR5190794,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Dobu_seep_11,5761671,753965
SRR5190795,PRJNA362652,(Kenkel et al. 2018),2018,https://doi.org/10.1111/gcb.13833,Acropora millepora,adult,pH_resilience,low_pH,Dobu_seep_10,3423192,596876
SRR5236068,PRJNA298496,(Gajigan and Conaco 2017),2017,https://doi.org/10.1111/mec.14130,Acropora digitifera,adult,temp,heat,34C,26479506,13562607
SRR5236067,PRJNA298496,(Gajigan and Conaco 2017),2017,https://doi.org/10.1111/mec.14130,Acropora digitifera,adult,temp,heat,34C,20088208,10431818
SRR5236069,PRJNA298496,(Gajigan and Conaco 2017),2017,https://doi.org/10.1111/mec.14130,Acropora digitifera,adult,temp,control,29C,22547214,11595867
SRR5236070,PRJNA298496,(Gajigan and Conaco 2017),2017,https://doi.org/10.1111/mec.14130,Acropora digitifera,adult,temp,control,29C,16381803,8156240
SRR5343281,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,739452,208375
SRR5343282,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1841672,451385
SRR5343283,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1122164,312769
SRR5343284,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1171529,301051
SRR5343285,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1655369,418009
SRR5343286,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1764004,442728
SRR5343287,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1025456,285819
SRR5343288,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1789238,430940
SRR5343289,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,2411320,522010
SRR5343290,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1051661,310000
SRR5343291,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1069457,310220
SRR5343292,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1106564,309508
SRR5343293,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1009022,284166
SRR5343294,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1413859,367124
SRR5343295,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,870438,255909
SRR5343296,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1186770,308959
SRR5343297,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1777158,474390
SRR5343298,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1228672,339230
SRR5343299,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1964514,457226
SRR5343300,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,2169571,486175
SRR5343301,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1952420,476536
SRR5343302,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,740739,227283
SRR5343303,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,869851,254462
SRR5343304,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1192910,337400
SRR5343305,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1273054,326707
SRR5343306,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1792833,460788
SRR5343307,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1232502,310908
SRR5343308,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1751024,408272
SRR5343309,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1510865,380883
SRR5343310,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,2168985,529152
SRR5343311,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1519987,373838
SRR5343312,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,2044683,483252
SRR5343313,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1898815,464989
SRR5343314,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1564350,402845
SRR5343315,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1739493,444666
SRR5343316,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1197922,337903
SRR5343317,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,816690,254605
SRR5343318,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1376076,357065
SRR5343319,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1431285,380085
SRR5343320,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1049465,266085
SRR5343321,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1897267,433597
SRR5343322,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1881977,448879
SRR5343323,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,2035347,476455
SRR5343324,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,2377987,553265
SRR5343325,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,2235940,567274
SRR5343326,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1508290,399605
SRR5343327,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1290232,341452
SRR5343328,PRJNA379147,(Strader et al. 2018),2018,https://doi.org/10.1186/s12864-017-4392-0,Acropora millepora,larval,development,not done yet,not done yet,1576362,404868
SRR5362791,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,17824541,3538878
SRR5362792,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,6384592,1548322
SRR5362793,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,4716685,1210156
SRR5362794,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,9091056,1826126
SRR5362795,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,9137416,1888253
SRR5362796,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,13468746,2616450
SRR5362797,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,6751980,1705870
SRR5362798,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,14268951,2902886
SRR5362799,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,8916341,2160378
SRR5362806,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,10113996,1970239
SRR5362807,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,10941137,2279882
SRR5362808,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,16203249,2860637
SRR5362809,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,9318178,2516825
SRR5362810,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,18319851,3894635
SRR5362811,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,12219255,2763199
SRR5362812,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,7463256,2014752
SRR5362813,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,7187296,1843786
SRR5362814,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,11679537,2679055
SRR5362816,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,7466350,1646776
SRR5362817,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,11658266,2629566
SRR5362818,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,6731516,1835119
SRR5362819,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,9959916,2430184
SRR5362820,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,4346500,1022840
SRR5362821,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,8606947,2313188
SRR5362822,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,12591686,2690693
SRR5362823,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,5815393,1622655
SRR5362824,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,14514699,3218505
SRR5362828,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,24892294,4364291
SRR5362803,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,4903565,1380282
SRR5362815,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,6495372,1503137
SRR5362800,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,13403567,2729500
SRR5362801,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,25313317,5049166
SRR5362802,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,12664626,2832299
SRR5362804,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,23036531,4687030
SRR5362805,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,10101215,2361677
SRR5362825,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,12633919,2678761
SRR5362826,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,9325041,2166077
SRR5362827,PRJNA379450,(Rose et al. 2018),2018,https://doi.org/10.1111/evo.13385,Acropora hyacinthus,adult,cryptic_species,not done yet,not done yet,8280359,2083396
DRR054772,PRJDB4562,(Takahashi-Kariyazono et al. 2016),2016,https://doi.org/10.1093/gbe/evw265,Acropora digitifera,adult,species,digitifera_adult,digitifera_adult,47029678,13208160
DRR054773,PRJDB4562,(Takahashi-Kariyazono et al. 2016),2016,https://doi.org/10.1093/gbe/evw265,Acropora digitifera,larval,species,digitifera_larval,digitifera_larval,40082324,20632999
DRR054775,PRJDB4562,(Takahashi-Kariyazono et al. 2016),2016,https://doi.org/10.1093/gbe/evw265,Acropora tenuis,larval,species,tenuis_larval,tenuis_larval,42009480,22952700
DRR054774,PRJDB4562,(Takahashi-Kariyazono et al. 2016),2016,https://doi.org/10.1093/gbe/evw265,Acropora tenuis,adult,species,tenuis_adult,tenuis_adult,44410835,10523849
SRR5367050,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,12367906,3428017
SRR5367051,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,11904632,3220485
SRR5367052,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,11782573,2944220
SRR5367053,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,12241461,2747729
SRR5367054,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,12254767,3113326
SRR5367055,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,12270456,3344248
SRR5367056,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,11789649,2697306
SRR5367057,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,11722947,2667734
SRR5367058,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,12493366,2941151
SRR5367059,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,11970508,3347060
SRR5367060,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,11658887,3300158
